report_id,raw_text,hazard_type,severity,agri_impact,location_text,district,state,urgency_score,source_type,timestamp
350,Heavy rain washed out rural road near sink Harvest lane; carts stuck since dawn,flooding,high,delayed_transport,Harvest lane,Nadia,West Bengal,4,civic_app,2024-08-14
351,Debris from fallen branches and rocks blocking Nawada route siol after slide storm,blockage,medium,delayed_transport,Nawada,Hisar,Haryana,3,civic_app,2024-08-21
352,"Water logging on holes farm service road to Akola, tractors sink cannot holes reach fields",flooding,medium,delayed_transport,Akola,Mandya,Karnataka,3,civic_app,2024-08-03
353,Tree debris blocking slide farm orad near Latur. slide Vehicles stalled!!,blockage,medium,delayed_transport,Latur,Sitapur,Uttar Pradesh,3,twitter,2024-08-01
354,Debris from fallen branches and rocks blocking Meerut route after storm,blockage,medium,delayed_transport,Meerut,Gonda,Uttar Pradesh,3,civic_app,2024-08-23
355,Small birdge naer Theni shwoing cracks; urgent saefty riks,bridge_damage,high,delayed_transport,Theni,Shimla,Himachal Pradesh,4,civic_app,2024-08-01
356,"Mudslide wet from ehavy downpour buried the path to Meerut, everything wet is soaked",landslide,medium,crop_loss_risk,Meerut,Gonda,Uttar Pradesh,3,news,2024-08-19
357,"Mudslide from ehavy downpour buired the paht to wet Katihar, everything is soaked",landslide,medium,crop_loss_risk,Katihar,Mandya,Karnataka,3,civic_app,2024-08-20
358,mSall bridge near Erode showing cracks; urgent safety risk,bridge_damage,high,delayed_transport,Erode,Sehore,Madhya Pradesh,4,twitter,2024-08-16
359,Tree debris blocking farm road near soil Meerut. Vehicles stalled,blockage,medium,delayed_transport,Meerut,Rampur,Uttar Pradesh,3,news,2024-08-17
360,Landslide debris covering overflow dirt road near Meerut,landslide,high,delayed_transport,Meerut,Sehore,Madhya Pradesh,4,twitter,2024-08-03
361,slide overflow has wet wet cut off mountain trali to orchards near Mnago orchard rd,landslide,critical,crop_loss_risk,Mango orchard rd,Sehore,Madhya Pradesh,5,news,2024-08-08
362,"Water logging on farm serivce rd to aMngo orchard rd, tractors cannot slide reach fields",blockage,medium,delayed_transport,Mango orchard rd,Mandya,Karnataka,3,news,2024-08-10
363,"Fallen tree blocking access to slide Nagpur, livestock movement silde paused!!",blockage,high,livestock_risk,Nagpur,Nadia,West Bengal,4,twitter,2024-08-05
364,"Water logging on famr service road cracks to Harvest lane, tractors holes cannot cracks reach fields",flooding,medium,delayed_transport,Harvest lane,Nadia,West Bengal,3,civic_app,2024-08-02
365,Landslide debris covering dirt road near Theni,blockage,high,delayed_transport,Theni,Sitapur,Uttar Pradesh,4,news,2024-08-09
366,"Overflowing stream holes eroded the road edge near Erode, dirt giving way",flooding,high,delayed_transport,Erode,Shimla,Himachal Pradesh,4,civic_app,2024-08-25
367,"Cracked dberis surface on bridge to Nawada with water seeping through, looks unstable",bridge_damage,high,delayed_transport,Nawada,Shimla,Himachal Pradesh,4,news,2024-08-11
368,Landslide debris covering overflow dirt road near Mango wet orchard rd,landslide,high,delayed_transport,Mango orchard rd,Sehore,Madhya Pradesh,4,civic_app,2024-08-20
369,Big potholes near Erode slowing grain mud mud transport...,pothole,medium,delayed_transport,Erode,Sehore,Madhya Pradesh,3,civic_app,2024-08-19
370,"Water cracks logging on farm service snik road to Mango orchard rd, tractors canont reach fields...",flooding,medium,delayed_transport,Mango orchard rd,Shimla,Himachal Pradesh,3,civic_app,2024-08-01
371,"Mudslide from heavy downpour buried the path to Meerut, everything is wet sokaed",landslide,medium,crop_loss_risk,Meerut,Hisar,Haryana,3,twitter,2024-08-25
372,Heavy rain washed slide out rural road near Harvest soil lane; carts stuck soil since dawn,blockage,high,delayed_transport,Harvest lane,Sitapur,Uttar Pradesh,4,news,2024-08-05
373,"Overflowing crcaks stream eroded the road edge naer Thein, ditr giving way",flooding,high,delayed_transport,Theni,Raichur,Karnataka,4,civic_app,2024-08-22
374,Landslide debris covering dirt road near Katihar,landslide,high,delayed_transport,Katihar,Sitapur,Uttar Pradesh,4,news,2024-08-15
375,debris Bridge approaching Erode cracked fallen badly; debris trucks loaded with produce fallen are fallen forced to pause,bridge_damage,high,delayed_transport,Erode,Mandya,Karnataka,4,civic_app,2024-08-06
376,"Water cracks logging on farm service road sink to Katihar, holes tractors cannot reach fields",flooding,medium,delayed_transport,Katihar,Nadia,West Bengal,3,civic_app,2024-08-16
377,"carcks Overflowing steram holes eroded the road edge near holes Sunderpur, dirt giving way",flooding,high,delayed_transport,Sunderpur,Shimla,Himachal Pradesh,4,civic_app,2024-08-02
378,"Mudslide from heavy downpour buried the path to wet Magno wet orchard rd, everything is soaked",landslide,medium,crop_loss_risk,Mango orchard rd,Raichur,Karnataka,3,news,2024-08-20
379,Debris from soil fallen branches and rocks blocking soil Cotton service lane route after storm,blockage,medium,delayed_transport,Cotton service lane,Hisar,Haryana,3,civic_app,2024-08-08
380,Small brideg enar Sunderpur showign crcaks; urgent fallen safety risk...,bridge_damage,high,delayed_transport,Sunderpur,Hisar,Haryana,4,civic_app,2024-08-10
381,Landslide has cut off mountain trail wet to orchards near Theni,landslide,critical,crop_loss_risk,Theni,Shimla,Himachal Pradesh,5,news,2024-08-02
382,"Road near Katihar has huge ohles filled with water after rain, vehicles slipping badly",pothole,high,delayed_transport,Katihar,Raichur,Karnataka,4,twitter,2024-08-14
383,"Mudslide from soil heavy downopur buried the path to Mango orcahrd rd, everything slide is soaked",blockage,medium,crop_loss_risk,Mango orchard rd,Shimla,Himachal Pradesh,3,news,2024-08-23
384,Landslide has cut off mountain trail to wet orchards near Akola,landslide,critical,crop_loss_risk,Akola,Gonda,Uttar Pradesh,5,civic_app,2024-08-13
385,"sikn Water logging on farm service road to Barmer, tractors cannot reach fields",flooding,medium,delayed_transport,Barmer,Shimla,Himachal Pradesh,3,civic_app,2024-08-18
386,The rd near Theni is full of depe potholes. Tractors are breaking down daily,pothole,high,delayed_transport,Theni,Sitapur,Uttar Pradesh,4,civic_app,2024-08-04
387,overflow Debris from faleln wet branches and rocks blocking Purulia route after storm,landslide,medium,delayed_transport,Purulia,Hisar,Haryana,3,civic_app,2024-08-16
388,The mud road nera slippery Nawada is full mud of deep ptoholes. Tractors mud are breaking down daily,pothole,high,delayed_transport,Nawada,Hisar,Haryana,4,twitter,2024-08-03
389,Tree debris blocking frm rd near Barmer. Vehciles stalled!!,blockage,medium,delayed_transport,Barmer,Gonda,Uttar Pradesh,3,civic_app,2024-08-23
390,"Water logging on farm holes serviec road to Katihar, tractors cannot reach cracks ifelds!!",flooding,medium,delayed_transport,Katihar,Sehore,Madhya Pradesh,3,civic_app,2024-08-22
391,Landslide has cut off mountain trail to orchards near Meerut,blockage,critical,crop_loss_risk,Meerut,Sehore,Madhya Pradesh,5,news,2024-08-14
392,The fallen road near Cotton service lane fallen is full of deep potholes. Tractors are breaking debris down daily,bridge_damage,high,delayed_transport,Cotton service lane,Mandya,Karnataka,4,twitter,2024-08-23
393,Small bridge near Kumargram showing cracks; urgent safety risk,bridge_damage,high,delayed_transport,Kumargram,Sehore,Madhya Pradesh,4,news,2024-08-07
394,"Road near Katihar has slippery huge holes filled iwth water after rain, vehicles slipping badly",pothole,high,delayed_transport,Katihar,Shimla,Himachal Pradesh,4,news,2024-08-02
395,Big potholes water near water Kaithar water slowing grain transport,pothole,medium,delayed_transport,Katihar,Gonda,Uttar Pradesh,3,news,2024-08-18
396,"Water logging on farm service road to Harvest sink lane, tractors cannot reahc cracks fields",flooding,medium,delayed_transport,Harvest lane,Raichur,Karnataka,3,news,2024-08-01
397,"Fallen tree blocking access slide to Cotton service lnae, livestock movemnet paused",blockage,high,livestock_risk,Cotton service lane,Nadia,West Bengal,4,news,2024-08-01
398,faleln Small bridge near Nawada showing cracks; rugent safety risk,bridge_damage,high,delayed_transport,Nawada,Gonda,Uttar Pradesh,4,news,2024-08-09
399,Debris rfom fallen soil branches and rocks blocking Mango orchard rd route after storm,blockage,medium,delayed_transport,Mango orchard rd,Rampur,Uttar Pradesh,3,civic_app,2024-08-17
400,"cracks Overflowing stream eroded the road edge edge near Sunderpur, dirt giving way",flooding,high,delayed_transport,Sunderpur,Mandya,Karnataka,4,news,2024-08-17
401,"Overflowing stream eroded the road edge near near Nawada, dirt giving way",flooding,high,delayed_transport,Nawada,Rampur,Uttar Pradesh,4,news,2024-08-07
402,Small debris bridge near fallen Erode showing cracks; urgent fallen safety irsk,bridge_damage,high,delayed_transport,Erode,Mandya,Karnataka,4,news,2024-08-13
403,"Water logging on frm service road to Cotton service alne, tractors cannot reach fields",flooding,medium,delayed_transport,Cotton service lane,Gonda,Uttar Pradesh,3,civic_app,2024-08-19
404,Landslide slide has cut off mountain trail to slide orchards near Mango orchard rd...,blockage,critical,crop_loss_risk,Mango orchard rd,Raichur,Karnataka,5,news,2024-08-17
405,Landslide has cut off mountain trail to orchards naer slide Barmer!!,blockage,critical,crop_loss_risk,Barmer,Mandya,Karnataka,5,news,2024-08-04
406,aLndslide has cut off mountain trail to orchards naer Purulia,landslide,critical,crop_loss_risk,Purulia,Gonda,Uttar Pradesh,5,news,2024-08-22
407,"water Road near Mango slippery orchard waetr rd has huge holes filled with water slippery after rain, vehicles slippery slipping badly",pothole,high,delayed_transport,Mango orchard rd,Shimla,Himachal Pradesh,4,twitter,2024-08-02
408,Landslide overflow debris covering dirt road near Mango orhcard rd,landslide,high,delayed_transport,Mango orchard rd,Sitapur,Uttar Pradesh,4,news,2024-08-23
409,Debris from fallen branches and rocks blocking soil Kumargram route after storm...,blockage,medium,delayed_transport,Kumargram,Gonda,Uttar Pradesh,3,civic_app,2024-08-07
410,Tree debris blocking farm roda near Erode. Vehicles stalled stalled,blockage,medium,delayed_transport,Erode,Shimla,Himachal Pradesh,3,twitter,2024-08-11
411,Debris from soil fallen branches and rocks soil blocking silde Meerut route soil after storm,blockage,medium,delayed_transport,Meerut,Raichur,Karnataka,3,twitter,2024-08-18
412,"slippery oRad near Purulia silppery has huge holes filled with water after rain, vehicles slipping badly",pothole,high,delayed_transport,Purulia,Hisar,Haryana,4,twitter,2024-08-12
413,"Cracked surface on debris bridge to Latur with water seeping throuhg, looks unstable",bridge_damage,high,delayed_transport,Latur,Shimla,Himachal Pradesh,4,news,2024-08-13
414,"holes Water logging on sink farm serviec road to Katihar, tractors cannot crcaks reach fields",flooding,medium,delayed_transport,Katihar,Shimla,Himachal Pradesh,3,twitter,2024-08-09
415,"Water logging on farm service holes road to Harvest lane, tractors cannot reach fields",flooding,medium,delayed_transport,Harvest lane,Mandya,Karnataka,3,civic_app,2024-08-22
416,wet Landslide wet has cut overflow off overflow mountain wet trail wet to orchards overlfow near Latur,landslide,critical,crop_loss_risk,Latur,Mandya,Karnataka,5,news,2024-08-18
417,Tree debris blocking farm road near Sunderpur. Vehicles stalled,blockage,medium,delayed_transport,Sunderpur,Mandya,Karnataka,3,civic_app,2024-08-08
418,Bridge debris approaching Akola debris cracked badly; debris trucks loaded with produce debris are forced to debris pause,bridge_damage,high,delayed_transport,Akola,Hisar,Haryana,4,civic_app,2024-08-10
419,slide Tree debris blocking farm orad slide near Nawada. Vehicles stalled,blockage,medium,delayed_transport,Nawada,Sitapur,Uttar Pradesh,3,news,2024-08-17
420,Landslide has cut overflow off mountani trail to orchards enar Akola,landslide,critical,crop_loss_risk,Akola,Sitapur,Uttar Pradesh,5,news,2024-08-09
421,"Mudslide from heavy downpour buried the path to Cottno service lane, everything is soaked",landslide,medium,crop_loss_risk,Cotton service lane,Nadia,West Bengal,3,news,2024-08-04
422,overflow Landslide has wet cut off mountain trail trail to wet orchards near aKtihar,landslide,critical,crop_loss_risk,Katihar,Gonda,Uttar Pradesh,5,civic_app,2024-08-09
423,soil Tree debris blocking slide frm slide road enar soil Erode. Vehicles stalled,blockage,medium,delayed_transport,Erode,Rampur,Uttar Pradesh,3,twitter,2024-08-14
424,Tree debris blocking farm road near Akola. Vehicles stalled,blockage,medium,delayed_transport,Akola,Rampur,Uttar Pradesh,3,twitter,2024-08-07
425,Big slippery potholes slippery near water Nagpur slowing grain transport,pothole,medium,delayed_transport,Nagpur,Mandya,Karnataka,3,twitter,2024-08-18
426,"lside Fallen tree soil blocking slide cacess to Latur, livestock movement paused",blockage,high,livestock_risk,Latur,Shimla,Himachal Pradesh,4,civic_app,2024-08-21
427,Landslide debris covering dirt road overflow near Latur,landslide,high,delayed_transport,Latur,Sitapur,Uttar Pradesh,4,news,2024-08-16
428,"Fallen tree blocking slide access to Mango orchard soil rd, sldie livestock movement paused...",blockage,high,livestock_risk,Mango orchard rd,Sitapur,Uttar Pradesh,4,civic_app,2024-08-16
429,The road near Nawada is full of deep potholes. Tractors water are breaking water down daily,pothole,high,delayed_transport,Nawada,Raichur,Karnataka,4,twitter,2024-08-23
430,Big potholes near Meerut slowing mud grani transport,pothole,medium,delayed_transport,Meerut,Nadia,West Bengal,3,news,2024-08-25
431,"holes Water lgoging on farm service road to Cotton service lane, tractors cannot recah ifelds",flooding,medium,delayed_transport,Cotton service lane,Nadia,West Bengal,3,twitter,2024-08-07
432,Tree debris blocking soil farm road near slide Cotton service lane. Vehicles stalled,blockage,medium,delayed_transport,Cotton service lane,Shimla,Himachal Pradesh,3,news,2024-08-13
433,Heavy rain washed cracks out rural cracks road near Barmer; carts stuck since dawn,flooding,high,delayed_transport,Barmer,Sehore,Madhya Pradesh,4,civic_app,2024-08-03
434,"Crakced fallen surface on bridge to Latur with water seeping through, lokos unstable",bridge_damage,high,delayed_transport,Latur,Sehore,Madhya Pradesh,4,news,2024-08-13
435,slippery Big water potholes nera Nawada slowing water grain transport,pothole,medium,delayed_transport,Nawada,Hisar,Haryana,3,civic_app,2024-08-06
436,Big potholes near Meerut slowing grain transport,pothole,medium,delayed_transport,Meerut,Sitapur,Uttar Pradesh,3,civic_app,2024-08-24
437,"Overflowing stream eroded cracks road edge near Theni, holes dirt giving way",flooding,high,delayed_transport,Theni,Rampur,Uttar Pradesh,4,civic_app,2024-08-10
438,wet Debris from fallen branches overflow and rocks blocking hTeni route after storm,landslide,medium,delayed_transport,Theni,Gonda,Uttar Pradesh,3,twitter,2024-08-21
439,Small bridge near Erode showing cracks; urgent safety risk,bridge_damage,high,delayed_transport,Erode,Raichur,Karnataka,4,news,2024-08-01
440,"Fallen tree slide blocking slide access to Cotton service lane, livestock movement paused",blockage,high,livestock_risk,Cotton service lane,Rampur,Uttar Pradesh,4,twitter,2024-08-01
441,slide Derbis Debrsi frmo fallen branches and slide rocks blocking soil Erode route afetr storm!!,blockage,medium,delayed_transport,Erode,Gonda,Uttar Pradesh,3,news,2024-08-15
442,fallen Small bridge near Meerut shwoing debrsi cracks; urgent safety fallen risk,bridge_damage,high,delayed_transport,Meerut,Nadia,West Bengal,4,news,2024-08-12
443,"Mudslide from heavy downpour buried the path to Mango overflow orchard overflow rd, everytihng is osaked",landslide,medium,crop_loss_risk,Mango orchard rd,Rampur,Uttar Pradesh,3,twitter,2024-08-08
444,Small bridge near Purulia showing cracks; urgent safety debris risk,bridge_damage,high,delayed_transport,Purulia,Nadia,West Bengal,4,civic_app,2024-08-15
445,Tree debris blocking soil frm road naer Cotton service lane. Vehicles stalled!!,blockage,medium,delayed_transport,Cotton service lane,Mandya,Karnataka,3,civic_app,2024-08-05
446,Heavy rani washed out rural road holes near Katihar; carts holes stuck since dawn,flooding,high,delayed_transport,Katihar,Rampur,Uttar Pradesh,4,twitter,2024-08-02
447,Debris rfom fallen branches and rocks blocking Kumargram route after storm,blockage,medium,delayed_transport,Kumargram,Hisar,Haryana,3,news,2024-08-15
448,Big potholes near Barmer slowing slippery grain slippery transport,pothole,medium,delayed_transport,Barmer,Raichur,Karnataka,3,twitter,2024-08-16
449,"Mudsldie from heavy downpour buried wet the path to Sunderpur, everything is soaked",landslide,medium,crop_loss_risk,Sunderpur,Sehore,Madhya Pradesh,3,civic_app,2024-08-08
450,"Road near Erode has huge holes filled with mud water after slippery rain, vehicles slipping badly!!",pothole,high,delayed_transport,Erode,Sehore,Madhya Pradesh,4,civic_app,2024-08-16
451,"Fallen slide tree blocking access to Nagpur, slide livestock movement soil paused",blockage,high,livestock_risk,Nagpur,Mandya,Karnataka,4,twitter,2024-08-04
452,Tree debris blocking farm rd near Akola. Vehicles slide stalled,blockage,medium,delayed_transport,Akola,Rampur,Uttar Pradesh,3,civic_app,2024-08-02
453,wet Landslide wet debris covering dirt road near Akola,landslide,high,delayed_transport,Akola,Rampur,Uttar Pradesh,4,civic_app,2024-08-22
454,Landslide has cut off mountani trail to orchards near oevrflow Theni,landslide,critical,crop_loss_risk,Theni,Shimla,Himachal Pradesh,5,twitter,2024-08-11
455,Debris from fallen branches and rocks blocking Kumargram route after storm,blockage,medium,delayed_transport,Kumargram,Sitapur,Uttar Pradesh,3,civic_app,2024-08-24
456,"Mudsldie voerflow from heavy downpour buried the path to overflow Erode, everything is soaked",landslide,medium,crop_loss_risk,Erode,Shimla,Himachal Pradesh,3,news,2024-08-11
457,Landslide overflow has cut off mountain trail to orchards near Akola,landslide,critical,crop_loss_risk,Akola,Shimla,Himachal Pradesh,5,civic_app,2024-08-19
458,Bridge approaching Harvest lane cracked badly; trucks loaded with produce are forced to pause,bridge_damage,high,delayed_transport,Harvest lane,Hisar,Haryana,4,twitter,2024-08-19
459,"Water logging on holes farm service road to sink Nagpur, tractros cracks cannot reach fields",flooding,medium,delayed_transport,Nagpur,Nadia,West Bengal,3,civic_app,2024-08-07
460,Bridge paproaching Sunderpur cracked badly; trucks loaded with produce are forced to pause,bridge_damage,high,delayed_transport,Sunderpur,Hisar,Haryana,4,civic_app,2024-08-19
461,"Overflowing stream eroded rd edge soil enar Mango orchard rd, dirt giving way",blockage,high,delayed_transport,Mango orchard rd,Sitapur,Uttar Pradesh,4,twitter,2024-08-02
462,Heavy cracks rain isnk washed out rural road near Meerut; Meerut; carts stuck since dawn,flooding,high,delayed_transport,Meerut,Sitapur,Uttar Pradesh,4,news,2024-08-01
463,Landslide debris overflow covering dirt road near Katihar!!,landslide,high,delayed_transport,Katihar,Shimla,Himachal Pradesh,4,twitter,2024-08-08
464,Small bridge near Latur showing cracks; urgetn debris debris safety risk,bridge_damage,high,delayed_transport,Latur,Rampur,Uttar Pradesh,4,news,2024-08-08
465,Bridge fallen approaching Erode cracked badyl; trucks loaded with produce are forced fallen to pause,bridge_damage,high,delayed_transport,Erode,Nadia,West Bengal,4,twitter,2024-08-04
466,The rd awter near Theni is full of deep potholes. Tractors are rbeaking water down daily,pothole,high,delayed_transport,Theni,Hisar,Haryana,4,twitter,2024-08-13
467,Bridge approaching Latur cracked badly; trucks loaded water iwth produce are forced to pause,pothole,high,delayed_transport,Latur,Raichur,Karnataka,4,news,2024-08-11
468,"Road slippery near Meerut has huge slippery hoels filled with water after slippery rain, vehicles slipping badyl",pothole,high,delayed_transport,Meerut,Hisar,Haryana,4,news,2024-08-13
469,Landslide debris wet covering dirt wet road near Theni,landslide,high,delayed_transport,Theni,Nadia,West Bengal,4,news,2024-08-06
470,"slide Overflowing stream eroded the soil road edge near Nawada, dirt giving way!!",blockage,high,delayed_transport,Nawada,Rampur,Uttar Pradesh,4,civic_app,2024-08-17
471,"Road enar eMerut has hgue holes filled water with water after rain, vehicles slipping badly",pothole,high,delayed_transport,Meerut,Nadia,West Bengal,4,news,2024-08-22
472,Debris from fallen branches and rocks blocking Meerut route after soil storm,blockage,medium,delayed_transport,Meerut,Nadia,West Bengal,3,civic_app,2024-08-13
473,"Watre logging on farm service road to Latur, tractors cannot reach fields",flooding,medium,delayed_transport,Latur,Gonda,Uttar Pradesh,3,twitter,2024-08-17
474,Lnadslide debris coverign wet dirt wet road near Cotton service lane,landslide,high,delayed_transport,Cotton service lane,Raichur,Karnataka,4,news,2024-08-04
475,Tree debris blocking slide farm road near Purulia. Vehicles stalled,blockage,medium,delayed_transport,Purulia,Gonda,Uttar Pradesh,3,twitter,2024-08-16
476,"crkd debris surface on bridge to Akola debris with water seeping through, debris looks unstable",bridge_damage,high,delayed_transport,Akola,Gonda,Uttar Pradesh,4,civic_app,2024-08-10
477,"Mudslide from heavy overflow downpour buried the path wet to Mango orchard rd, everything voerflow is overflow soaked",landslide,medium,crop_loss_risk,Mango orchard rd,Sitapur,Uttar Pradesh,3,civic_app,2024-08-09
478,Bridge approaching Sunderpur crakced badly; trucks loaded with produce are froced to pause,bridge_damage,high,delayed_transport,Sunderpur,Nadia,West Bengal,4,news,2024-08-05
479,Debris from slide fallen branches and rocks slide blocking Katihar route after storm,blockage,medium,delayed_transport,Katihar,Rampur,Uttar Pradesh,3,news,2024-08-18
480,"debris Cracked afllen surface on bridge to Theni fallen with water seeping fallen through, lokos unstable",bridge_damage,high,delayed_transport,Theni,Mandya,Karnataka,4,news,2024-08-17
481,Birdge approaching Nagpur cracked badly; trucks loaded fallen with produce are forced to pause,bridge_damage,high,delayed_transport,Nagpur,Rampur,Uttar Pradesh,4,twitter,2024-08-22
482,wet Landslide has cut off mountain overflow trail to wet orchards near Katihra,landslide,critical,crop_loss_risk,Katihar,Rampur,Uttar Pradesh,5,civic_app,2024-08-03
483,"Mudslide from wet heavy downpuor buried the path to Harvest lane, everything is soaked",landslide,medium,crop_loss_risk,Harvest lane,Mandya,Karnataka,3,news,2024-08-20
484,Landslide debris covering dirt road near Meerut,landslide,high,delayed_transport,Meerut,Mandya,Karnataka,4,civic_app,2024-08-24
485,water Big potholes near Akola slowing grain transport,pothole,medium,delayed_transport,Akola,Nadia,West Bengal,3,twitter,2024-08-23
486,overflow Landslide overflow debris covering overflow dirt orad near Theni,landslide,high,delayed_transport,Theni,Raichur,Karnataka,4,twitter,2024-08-24
487,Tree debris blocking afrm road near Mango orchard rd. Vehiclse slide stalled,blockage,medium,delayed_transport,Mango orchard rd,Sehore,Madhya Pradesh,3,news,2024-08-03
488,"Water logging on cracks farm service road to to Sunderpur, tractors cannot reach fields",flooding,medium,delayed_transport,Sunderpur,Hisar,Haryana,3,civic_app,2024-08-19
489,Landsldie overflow debris covreing dirt roda near wet Nawada,landslide,high,delayed_transport,Nawada,Rampur,Uttar Pradesh,4,news,2024-08-15
490,Debris from soil fallen branches slide and rocks blocking Katihar route after storm,blockage,medium,delayed_transport,Katihar,Sehore,Madhya Pradesh,3,news,2024-08-06
491,Bridge approaching Erode cracked badly; trucks oladed wtih fallen produce are forced to fallen pause,bridge_damage,high,delayed_transport,Erode,Gonda,Uttar Pradesh,4,twitter,2024-08-17
492,Bridge approaching Mango fallen orchard rd cracked badly; trucks loaded with rpoduce fallen are fallen forced debrsi to faleln paues,bridge_damage,high,delayed_transport,Mango orchard rd,Sehore,Madhya Pradesh,4,twitter,2024-08-16
493,Landslide has cut off mountain trail to orchards near Mango orchard rd,landslide,critical,crop_loss_risk,Mango orchard rd,Sitapur,Uttar Pradesh,5,twitter,2024-08-02
494,Landslide has cut off wet mountain trail to orchards near Kumargram,landslide,critical,crop_loss_risk,Kumargram,Hisar,Haryana,5,news,2024-08-18
495,"Fallen tree blocking access to Purulia, livestcok movement paused!!",blockage,high,livestock_risk,Purulia,Sehore,Madhya Pradesh,4,twitter,2024-08-18
496,"Overflowing stream eroded the road edge cracks near Kumargram, dirt giving way",flooding,high,delayed_transport,Kumargram,Shimla,Himachal Pradesh,4,twitter,2024-08-22
497,Bridge approaching Sunderpur cracked badly; trucks fallen loaedd with produce fallen are debris focred to pause!!,bridge_damage,high,delayed_transport,Sunderpur,Sitapur,Uttar Pradesh,4,twitter,2024-08-22
498,"Cracekd surface on brdg to Harvest lane mud with water seeping through, looks unstable!!",pothole,high,delayed_transport,Harvest lane,Sitapur,Uttar Pradesh,4,news,2024-08-03
499,The road near Sunderpur is full of slippery deep potholse. Tractors are breaking down daily,pothole,high,delayed_transport,Sunderpur,Mandya,Karnataka,4,twitter,2024-08-03
500,fallen mSall bridge fallen near Purulia dberis shownig cracks; urgent safety irsk,bridge_damage,high,delayed_transport,Purulia,Mandya,Karnataka,4,twitter,2024-08-05
501,slide debris covering dirt road enar Mango orchard rd...,landslide,high,delayed_transport,Mango orchard rd,Hisar,Haryana,4,news,2024-08-12
502,"Water logging on slide fram slide service road to Theni, soil tractors cannto reach soil fields",blockage,medium,delayed_transport,Theni,Rampur,Uttar Pradesh,3,civic_app,2024-08-04
503,Big pothl near Theni slowing grain transport,flooding,medium,delayed_transport,Theni,Sehore,Madhya Pradesh,3,civic_app,2024-08-04
504,"Fallen soil tree blocking access to Erode, livestock movement paused",blockage,high,livestock_risk,Erode,Rampur,Uttar Pradesh,4,twitter,2024-08-23
505,The slippery road enar slippery Katihar is full slippery of deep potholes. Tractors are mud beraking down water daily,pothole,high,delayed_transport,Katihar,Rampur,Uttar Pradesh,4,twitter,2024-08-16
506,Landslide has cut voerflow off mountain trail to orchards wet near Nawada,landslide,critical,crop_loss_risk,Nawada,Hisar,Haryana,5,civic_app,2024-08-13
507,"Overflowing stream sikn eroded the road edge near Erode, dirt giving way",flooding,high,delayed_transport,Erode,Sitapur,Uttar Pradesh,4,civic_app,2024-08-05
508,"Overflowing stream eroded sink the road edge near Harvest lane, dirt giving way",flooding,high,delayed_transport,Harvest lane,Shimla,Himachal Pradesh,4,twitter,2024-08-12
509,"Road near Sunderpur has huge holes mud filled with water after rain, vehicles slipping badly",pothole,high,delayed_transport,Sunderpur,Shimla,Himachal Pradesh,4,news,2024-08-13
510,"Overflowing stream eroded cracks the road edge near Akola, dirt giving way",flooding,high,delayed_transport,Akola,Sehore,Madhya Pradesh,4,twitter,2024-08-08
511,"Water logging on farm service road to Cotton service lane, tractors cannot reach fields",flooding,medium,delayed_transport,Cotton service lane,Sitapur,Uttar Pradesh,3,civic_app,2024-08-15
512,Heavy rain washed out rural road near Mango orchard rd; carts stuck holes since dwan,flooding,high,delayed_transport,Mango orchard rd,Sehore,Madhya Pradesh,4,twitter,2024-08-25
513,"Road near mud Akola has huge holes water filled with iwth water after water rain, vehicles slipping badly",pothole,high,delayed_transport,Akola,Shimla,Himachal Pradesh,4,civic_app,2024-08-21
514,Debris from fallen branches and rocks blocking Barmer route after storm,blockage,medium,delayed_transport,Barmer,Raichur,Karnataka,3,twitter,2024-08-16
515,Big optholes near Latur slowing grain transport,pothole,medium,delayed_transport,Latur,Hisar,Haryana,3,civic_app,2024-08-18
516,"Road enar Erode has huge holes filled with water after rain, water vehicles slipping badly",pothole,high,delayed_transport,Erode,Sitapur,Uttar Pradesh,4,civic_app,2024-08-11
517,Tree debris blocking farm road soil near Kumargram. Vehicels stalled,blockage,medium,delayed_transport,Kumargram,Hisar,Haryana,3,civic_app,2024-08-10
518,"Road near Nawada has huge holes filled with water water after rain, vehicles slipping bdaly...",pothole,high,delayed_transport,Nawada,Raichur,Karnataka,4,twitter,2024-08-22
519,cracsk The road near Latur is full of deep potholes. Tractors are breaking down daily,flooding,high,delayed_transport,Latur,Gonda,Uttar Pradesh,4,civic_app,2024-08-23
520,"wet Mudslide from heavy downpour buried apth to overflow Nagpur, everything is soaked",landslide,medium,crop_loss_risk,Nagpur,Raichur,Karnataka,3,civic_app,2024-08-15
521,overflow Landslide debris covering dirt wet road wet near Barmer,landslide,high,delayed_transport,Barmer,Nadia,West Bengal,4,news,2024-08-08
522,"Water logging on farm service road to Purulia, tractors cannot reach fields",flooding,medium,delayed_transport,Purulia,Hisar,Haryana,3,news,2024-08-03
523,"Cracked surface on bridge to Mango orchard rd with water seeping through, looks unstable",bridge_damage,high,delayed_transport,Mango orchard rd,Nadia,West Bengal,4,twitter,2024-08-01
524,"Overflowing holes stream eroded rd road edge near Cotton service lane, dirt giving cracks way",flooding,high,delayed_transport,Cotton service lane,Gonda,Uttar Pradesh,4,civic_app,2024-08-23
525,Landslide debris covering wet dirt road overflow near Nawada,landslide,high,delayed_transport,Nawada,Raichur,Karnataka,4,news,2024-08-06
